file_name,positive_score,negative_score,polarity,subjectivity,avg_sentence_length,percentage_of_complex_words,fog_index,Average syllables per word,percent_complex_words,total_num_pronouns
80.0.txt,41,14,0.34529320987654327,0.6706569664902996,7.986301369863014,0.0,3.194520547945206,0.0,0,0
81.0.txt,27,39,0.09121618600491845,0.43711405183236174,12.135593220338983,0.0,4.854237288135593,0.0,0,0
82.0.txt,29,20,0.08752749982258179,0.3081417216663119,9.053191489361701,0.11750881316098707,3.6682801210090754,0.01645123384253819,1,1
83.0.txt,15,66,0.006240079365079374,0.6139594356261022,7.666666666666667,0.0,3.066666666666667,0.0,0,1
84.0.txt,33,31,-0.01948187166368986,0.44975208125208105,12.313432835820896,0.0,4.925373134328359,0.0,0,0
85.0.txt,17,9,0.008709273182957392,0.37273231154810105,15.925925925925926,0.0,6.37037037037037,0.0,0,0
86.0.txt,33,20,0.06272101392583314,0.3585886001548651,17.35,0.0,6.940000000000001,0.0,0,0
87.0.txt,28,38,0.017672998038166573,0.37423529653866716,11.9125,0.1049317943336831,4.806972717733474,0.004197271773347324,1,0
88.0.txt,31,11,0.05135106828655215,0.3240200659555499,9.995983935742972,0.040176777822418644,4.014464285426157,0.0036159100040176776,1,0
89.0.txt,31,37,0.03212169312169312,0.43400264550264545,11.261904761904763,0.0,4.504761904761906,0.0,0,1
90.0.txt,26,54,-0.0077982202982203,0.36035353535353526,14.698412698412698,0.10799136069114472,5.9225616236415375,0.005399568034557235,1,0
91.0.txt,2,3,0.18367346938775508,0.3443877551020408,11.375,0.0,4.55,0.0,0,0
92.0.txt,31,4,0.1616103896103896,0.49154978354978357,11.382978723404255,0.1869158878504673,4.627957844501889,0.007476635514018692,1,0
93.0.txt,26,30,0.052121212121212124,0.4403643578643578,7.533898305084746,0.11248593925759282,3.0585536977369356,0.003374578177727784,1,0
94.0.txt,43,14,0.1308066378066378,0.4035280552780554,11.157303370786517,0.0,4.462921348314607,0.0,0,0
95.0.txt,23,29,0.03545865054485745,0.39046040166729823,13.02127659574468,0.0,5.208510638297873,0.0,0,0
96.0.txt,16,41,0.015185574229691872,0.3579936974789915,13.924050632911392,0.18181818181818182,5.64234752589183,0.01090909090909091,2,0
97.0.txt,12,36,0.04890453296703296,0.45058608058608046,11.306122448979592,0.18050541516245489,4.594651145656819,0.0036101083032490976,1,2
98.0.txt,31,38,0.08560278868418406,0.42777685492801765,8.791666666666666,0.0,3.5166666666666666,0.0,0,0
99.0.txt,21,24,0.021227477477477476,0.4075450450450449,14.342105263157896,0.0,5.736842105263158,0.0,0,0
